image,dullness_whiteness,dullness,whiteness,average_pixel_width,image_size,temp_size,width,height,blurrness,colorfulness
50339ca55-1.jpg,"(1.315, 1.925)",1.315,1.925,0.0,30912,"(640, 477)",640,477,35.06475202653384,131.77652444969985
50361acf5-1.jpg,"(5.034999999999999, 0.0)",5.034999999999999,0.0,0.0,11440,"(225, 400)",225,400,146.85643108333335,176.83040981919052
503a096e7-1.jpg,"(17.6, 0.955)",17.6,0.955,0.0,11967,"(203, 360)",203,360,714.6641735397532,128.2201242100624
503a567ed-1.jpg,"(0.125, 64.63)",0.125,64.63,0.0,15252,"(244, 400)",244,400,849.5200869956834,133.55673290051854
504134fd6-1.jpg,"(1.045, 3.115)",1.045,3.115,0.0,17953,"(400, 300)",400,300,400.29952533222223,153.81249889638798
50417cfa8-1.jpg,"(9.425, 6.385)",9.425,6.385,0.0,33714,"(640, 360)",640,360,123.99355405663384,134.05035116438415
50418fb29-1.jpg,"(1.26, 0.68)",1.26,0.68,0.0,16602,"(300, 400)",300,400,212.72393791493056,147.77946030191788
5042c6414-1.jpg,"(1.105, 0.0)",1.105,0.0,0.0,27571,"(640, 360)",640,360,289.15600194542026,153.76654192034718
5043a32cb-1.jpg,"(3.61, 0.62)",3.61,0.62,0.0,7446,"(160, 154)",160,154,3561.2382625653568,107.34048649233128
504ce7187-1.jpg,"(26.365, 1.2550000000000001)",26.365,1.2550000000000001,0.0,39456,"(360, 480)",360,480,2387.9666292944303,155.45306893232402
504e4ec84-1.jpg,"(0.22, 0.085)",0.22,0.085,0.0,17301,"(270, 480)",270,480,97.11175125647767,174.5888235874003
505034c5a-1.jpg,"(3.605, 4.45)",3.605,4.45,0.0,37345,"(360, 480)",360,480,891.1967152729553,172.35390566128478
50503b223-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,16679,"(400, 300)",400,300,160.99375081659724,120.00222421778138
505c5d7c6-1.jpg,"(24.03, 18.125)",24.03,18.125,0.0,33453,"(360, 480)",360,480,755.4910993911556,131.8576996454009
505ef85e6-1.jpg,"(0.645, 20.05)",0.645,20.05,0.0,31178,"(400, 400)",400,400,2020.2810685623433,175.56367751333332
506697cb9-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,70517,"(640, 640)",640,640,546.970670274967,90.16335597295742
50682d0f1-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,16568,"(300, 400)",300,400,147.31748082638893,177.55178893246006
506bacb46-1.jpg,"(0.0, 2.225)",0.0,2.225,0.0,23202,"(270, 480)",270,480,576.2438999807099,160.46281441180946
506fa1d6e-1.jpg,"(0.0, 0.065)",0.0,0.065,0.0,25670,"(400, 300)",400,300,1678.4473124149306,155.19014740315663
5071e525c-1.jpg,"(0.185, 2.6)",0.185,2.6,0.0,20723,"(278, 400)",278,400,2178.4197112921174,134.22469301585585
50723f2c3-1.jpg,"(1.4300000000000002, 14.405)",1.4300000000000002,14.405,0.0,44511,"(640, 360)",640,360,1246.3504452499385,159.221215680683
5074cf806-1.jpg,"(1.125, 0.0)",1.125,0.0,0.0,14579,"(238, 400)",238,400,380.1545245170495,149.37316780238496
507db6e4f-1.jpg,"(6.5, 1.3800000000000001)",6.5,1.3800000000000001,0.0,16060,"(300, 400)",300,400,481.98816145305557,156.34208831126782
507e734af-1.jpg,"(0.0, 1.2)",0.0,1.2,0.0,30163,"(270, 480)",270,480,1142.215192565384,155.98072048839526
50811e391-1.jpg,"(16.060000000000002, 0.98)",16.060000000000002,0.98,0.0,27785,"(400, 300)",400,300,1340.5930916799305,176.03384121636537
50844e473-1.jpg,"(0.08, 3.2699999999999996)",0.08,3.2699999999999996,0.0,34736,"(320, 480)",320,480,1089.118844319492,77.95283040121087
508df8433-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,17361,"(400, 319)",400,319,194.08013598038536,178.93553571166734
508f87cfc-1.jpg,"(21.675, 28.685)",21.675,28.685,0.0,34185,"(400, 400)",400,400,1421.3276995443746,170.86957194924716
509180812-1.jpg,"(0.205, 0.265)",0.205,0.265,0.0,39506,"(359, 480)",359,480,1290.681189271303,148.0391738931664
5096467b6-1.jpg,"(0.0, 17.865)",0.0,17.865,0.0,36033,"(640, 360)",640,360,358.20388794470887,148.8976096778715
50abab539-1.jpg,"(0.23, 1.08)",0.23,1.08,0.0,24470,"(360, 480)",360,480,1710.1691015477313,156.58691627460578
50ad19176-1.jpg,"(20.29, 20.674999999999997)",20.29,20.674999999999997,0.0,28013,"(400, 400)",400,400,873.2184486775,186.434435276975
50ae3720b-1.jpg,"(35.765, 0.015)",35.765,0.015,0.0,14446,"(400, 300)",400,300,106.53779065666669,145.23393146141876
50af1151a-1.jpg,"(0.0, 0.1)",0.0,0.1,0.0,15064,"(400, 300)",400,300,83.2126472775,159.92252731333076
50af81612-1.jpg,"(13.469999999999999, 0.0)",13.469999999999999,0.0,0.0,35009,"(640, 480)",640,480,124.05430320078536,54.72053367719251
50b022696-1.jpg,"(0.0, 0.415)",0.0,0.415,0.0,10819,"(400, 266)",400,266,136.3962183415541,57.296548144764984
50bbe8e31-1.jpg,"(4.24, 16.8)",4.24,16.8,0.0,19372,"(283, 400)",283,400,375.7268619208006,170.6519194283126
50cbc6c8f-1.jpg,"(3.375, 1.33)",3.375,1.33,0.0,44174,"(360, 480)",360,480,3019.790767857798,177.79374823625398
50d1c2157-1.jpg,"(0.715, 4.535)",0.715,4.535,0.0,16741,"(225, 400)",225,400,657.315175494321,173.00592652168604
50d2b5839-1.jpg,"(53.239999999999995, 20.6)",53.239999999999995,20.6,0.0,13900,"(400, 300)",400,300,350.87341041666673,107.15110785696251
50d766c25-1.jpg,"(0.0, 40.335)",0.0,40.335,0.0,13567,"(299, 400)",299,400,157.75997177820997,156.55138809044465
50e061767-1.jpg,"(8.950000000000001, 32.165)",8.950000000000001,32.165,0.0,15009,"(300, 207)",300,207,3638.3143418306145,165.72946627216874
50e35cd70-1.jpg,"(0.41, 0.465)",0.41,0.465,0.0,39734,"(441, 480)",441,480,716.0178139057848,168.75314606597217
50eddd1bb-1.jpg,"(54.505, 15.63)",54.505,15.63,0.0,17983,"(267, 400)",267,400,454.7965031179425,159.6036352554531
50ef65df7-1.jpg,"(4.84, 31.894999999999996)",4.84,31.894999999999996,0.0,89711,"(640, 640)",640,640,2063.3080895480875,152.49402842675394
50f87522f-1.jpg,"(6.325, 1.135)",6.325,1.135,0.0,38089,"(400, 300)",400,300,3920.2278277500004,168.92062669055335
50fc25dbe-1.jpg,"(10.95, 20.229999999999997)",10.95,20.229999999999997,0.0,21798,"(400, 300)",400,300,285.9859454632639,162.47746914689407
50fe7d515-1.jpg,"(18.185, 0.115)",18.185,0.115,0.0,16369,"(300, 400)",300,400,730.8506856788889,80.10850515346718
51020fbd4-1.jpg,"(2.495, 0.85)",2.495,0.85,0.0,29789,"(296, 400)",296,400,1967.2411716603558,172.80022366307213
51022a643-1.jpg,"(22.439999999999998, 0.0)",22.439999999999998,0.0,0.0,16108,"(225, 400)",225,400,631.7853139772839,128.3196185405006
5110ff5f5-1.jpg,"(3.515, 0.0)",3.515,0.0,0.0,23233,"(640, 360)",640,360,110.08509107106525,179.00915288683228
5112569f6-1.jpg,"(0.625, 0.0)",0.625,0.0,0.0,14102,"(300, 400)",300,400,114.24557631555554,185.6279946500025
5112b0c92-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,14157,"(400, 400)",400,400,18.9648215775,173.63505002487392
5113edf84-1.jpg,"(0.255, 3.97)",0.255,3.97,0.0,16818,"(320, 240)",320,240,2089.061547645399,147.40748551501207
5118055f4-1.jpg,"(0.51, 0.0)",0.51,0.0,0.0,13323,"(400, 270)",400,270,254.88458268441357,62.021545046572925
51196cf13-1.jpg,"(0.0, 8.295)",0.0,8.295,0.0,24625,"(363, 480)",363,480,310.48823594489005,163.2297509386334
511b245a5-1.jpg,"(0.1, 0.06)",0.1,0.06,0.0,52588,"(640, 430)",640,430,697.3357584253604,114.66541188567165
511b4a044-1.jpg,"(1.615, 1.035)",1.615,1.035,0.0,41640,"(300, 400)",300,400,6658.142001442708,161.81360742788343
51226d067-1.jpg,"(59.77, 0.0)",59.77,0.0,0.0,22354,"(360, 480)",360,480,328.47019055959436,137.4627778354924
512bf1e8a-1.jpg,"(2.455, 1.96)",2.455,1.96,0.0,27617,"(300, 400)",300,400,2770.934608071597,128.357433205508
513062327-1.jpg,"(37.28, 0.0)",37.28,0.0,0.0,16300,"(300, 400)",300,400,283.293170888264,174.92186827107497
51337d3a4-1.jpg,"(29.2, 0.01)",29.2,0.01,0.0,14499,"(400, 300)",400,300,121.83027277493056,174.1403835726495
51366110e-1.jpg,"(27.509999999999998, 0.0)",27.509999999999998,0.0,0.0,17616,"(270, 480)",270,480,132.5577767715954,66.71210483264088
51372ce91-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,16705,"(400, 300)",400,300,206.50106379555558,66.65167163317355
513836f07-1.jpg,"(0.06, 2.4)",0.06,2.4,0.0,19183,"(300, 400)",300,400,249.64232803826386,157.61115658151985
51398fac1-1.jpg,"(15.25, 11.68)",15.25,11.68,0.0,22565,"(302, 400)",302,400,968.9070573590521,148.35064650471008
514202b22-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,29201,"(480, 480)",480,480,250.9154417118025,85.81962259885242
514319114-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,46265,"(640, 480)",640,480,162.82461577732303,156.07412949243152
5145c1766-1.jpg,"(33.879999999999995, 0.0)",33.879999999999995,0.0,0.0,29289,"(356, 480)",356,480,587.6394135906845,138.8433358041893
5145f87a0-1.jpg,"(0.225, 27.78)",0.225,27.78,0.0,21094,"(299, 400)",299,400,659.5666721599871,177.6167855681466
5146f799b-1.jpg,"(12.265, 0.0)",12.265,0.0,0.0,18184,"(400, 300)",400,300,202.68453190104162,135.2116151352076
5147c0162-1.jpg,"(15.865, 2.73)",15.865,2.73,0.0,32173,"(360, 480)",360,480,912.3323771110629,167.21810330090267
5149bb7f8-1.jpg,"(0.0, 5.23)",0.0,5.23,0.0,19997,"(300, 400)",300,400,513.5739169160418,182.46000520027027
514db7301-1.jpg,"(14.475, 0.0)",14.475,0.0,0.0,32584,"(640, 475)",640,475,78.33503102708403,167.22567465552
514e33268-1.jpg,"(17.955, 0.02)",17.955,0.02,0.0,31618,"(640, 480)",640,480,71.83314906412758,148.48542663335712
5152dbfe1-1.jpg,"(18.945, 6.9799999999999995)",18.945,6.9799999999999995,0.0,19232,"(343, 336)",343,336,265.778052748045,152.10026699530871
515462e67-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,31045,"(640, 480)",640,480,33.77260671105916,179.7347469412245
51572cdd3-1.jpg,"(0.15, 0.0)",0.15,0.0,0.0,10923,"(400, 300)",400,300,65.76995476416666,165.53146792089268
515d9508a-1.jpg,"(0.06, 0.86)",0.06,0.86,0.0,18950,"(400, 300)",400,300,253.71004610937504,169.31057343758818
5163abb6e-1.jpg,"(32.900000000000006, 15.225)",32.900000000000006,15.225,0.0,16120,"(400, 300)",400,300,319.8254550663889,176.66131810738017
516646a4f-1.jpg,"(4.84, 0.105)",4.84,0.105,0.0,14530,"(400, 266)",400,266,695.9455405209452,133.23400264806085
516fcfdf9-1.jpg,"(0.09, 0.0)",0.09,0.0,0.0,22252,"(400, 388)",400,388,164.24721529747947,140.99764600333873
51714821c-1.jpg,"(11.235, 46.195)",11.235,46.195,0.0,34082,"(360, 480)",360,480,1043.3801446236484,179.58159958725025
51741c1b7-1.jpg,"(4.9350000000000005, 0.0)",4.9350000000000005,0.0,0.0,59891,"(640, 480)",640,480,1561.811863758299,111.0588000011357
5174e0542-1.jpg,"(8.18, 0.0)",8.18,0.0,0.0,23525,"(400, 300)",400,300,727.8339406975001,138.369498890655
517a669f2-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,13010,"(400, 300)",400,300,115.068102674375,147.57972711165786
517f1dc1d-1.jpg,"(76.66, 0.0)",76.66,0.0,0.0,25051,"(400, 400)",400,400,849.8851801762106,50.7510015239924
5181f9924-1.jpg,"(2.8449999999999998, 0.73)",2.8449999999999998,0.73,0.0,49043,"(640, 480)",640,480,547.3934275634659,109.97867468901227
5182392d9-1.jpg,"(0.145, 0.615)",0.145,0.615,0.0,25207,"(400, 300)",400,300,945.6649565332638,179.97212132514022
518384a79-1.jpg,"(0.04, 0.0)",0.04,0.0,0.0,53618,"(640, 479)",640,479,293.19283062003103,76.51208969940474
5183f369d-1.jpg,"(4.79, 39.03)",4.79,39.03,0.0,22136,"(324, 479)",324,479,571.2349957440582,168.18857693037512
5188ce75b-1.jpg,"(12.795, 0.0)",12.795,0.0,0.0,14900,"(300, 400)",300,400,235.88146630666668,158.82229030466658
518e71b74-1.jpg,"(0.03, 0.0)",0.03,0.0,0.0,32193,"(360, 480)",360,480,430.1115062531816,147.67944975287998
518f86025-1.jpg,"(37.39, 0.0)",37.39,0.0,0.0,30310,"(270, 480)",270,480,2694.751089477536,179.0918831632564
519bc8382-1.jpg,"(9.535, 0.0)",9.535,0.0,0.0,16457,"(300, 400)",300,400,257.3795565610417,165.92726019978699
51a0d55ba-1.jpg,"(2.73, 1.705)",2.73,1.705,0.0,16495,"(299, 400)",299,400,261.4322697371953,91.92452791190533
51b7034e6-1.jpg,"(16.11, 0.255)",16.11,0.255,0.0,16386,"(356, 480)",356,480,150.2968202758082,172.64003713338417
51c04983b-1.jpg,"(4.035, 0.0)",4.035,0.0,0.0,19025,"(300, 400)",300,400,353.46768277083333,174.7393170989089
51c4018b8-1.jpg,"(0.28, 0.17)",0.28,0.17,0.0,65236,"(640, 480)",640,480,2212.9865012802015,163.3958845512917
51c72aa92-1.jpg,"(18.4, 0.2)",18.4,0.2,0.0,19081,"(400, 370)",400,370,69.71867840595324,147.2598163106027
51c99e8fb-1.jpg,"(4.19, 0.0)",4.19,0.0,0.0,31789,"(356, 480)",356,480,542.4371751765646,159.3018960968995
51cdc726a-1.jpg,"(3.1550000000000002, 0.77)",3.1550000000000002,0.77,0.0,17887,"(300, 400)",300,400,123.12273181222221,170.78198153977687
51d3a70bf-1.jpg,"(0.19, 2.63)",0.19,2.63,0.0,20061,"(267, 400)",267,400,647.3217415730337,142.52187816836397
51d637766-1.jpg,"(11.49, 9.13)",11.49,9.13,0.0,33207,"(400, 300)",400,300,5095.431709331597,170.71221955828344
51d815775-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,16607,"(300, 400)",300,400,149.13093802493057,86.77101777383949
51d880078-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,20480,"(400, 300)",400,300,671.8915815860416,56.10111999266723
51d8da535-1.jpg,"(6.45, 35.964999999999996)",6.45,35.964999999999996,0.0,45863,"(360, 480)",360,480,2406.8072160472393,159.12273436816773
51df78553-1.jpg,"(0.0, 5.86)",0.0,5.86,0.0,10688,"(400, 225)",400,225,113.17483586061729,165.37259286329555
51e25fe8b-1.jpg,"(0.105, 0.105)",0.105,0.105,0.0,20002,"(270, 480)",270,480,217.54792566658097,135.83389355748542
51f1d14b6-1.jpg,"(4.12, 2.61)",4.12,2.61,0.0,38058,"(640, 360)",640,360,764.2278529783459,125.69160764363892
5208915a3-1.jpg,"(3.38, 0.0)",3.38,0.0,0.0,29811,"(360, 480)",360,480,237.06152457049333,180.85474044641353
520dc7925-1.jpg,"(0.225, 0.0)",0.225,0.0,0.0,19691,"(400, 300)",400,300,509.15934473305555,90.98817802235114
521320b95-1.jpg,"(43.11, 17.925)",43.11,17.925,0.0,22519,"(270, 480)",270,480,1957.2865120017907,170.79487478885585
521e214ec-1.jpg,"(0.42, 0.37)",0.42,0.37,0.0,31777,"(400, 299)",400,299,2906.1657425319627,182.50910681611253
5220e701f-1.jpg,"(17.995, 33.775)",17.995,33.775,0.0,12202,"(203, 360)",203,360,1645.0875488334232,164.61091042050714
52238d3bf-1.jpg,"(17.805, 0.0)",17.805,0.0,0.0,21536,"(399, 480)",399,480,105.95330949543434,141.26080274981126
522b73db7-1.jpg,"(0.445, 9.975000000000001)",0.445,9.975000000000001,0.0,13567,"(400, 300)",400,300,62.96102505666667,176.18018260176575
52363327c-1.jpg,"(5.97, 3.1)",5.97,3.1,0.0,16504,"(400, 269)",400,269,452.06593141255297,149.435456274896
523912c83-1.jpg,"(4.485, 0.0)",4.485,0.0,0.0,10780,"(299, 400)",299,400,39.32463036179685,131.5658162531228
523aeba08-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,10341,"(300, 400)",300,400,18.335748177500005,87.97308177048197
523af701f-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,13092,"(400, 225)",400,225,713.8492483180246,177.2438947879211
523f4a05e-1.jpg,"(1.815, 0.0)",1.815,0.0,0.0,20312,"(300, 400)",300,400,350.8575784933333,123.25341778146041
5242038c7-1.jpg,"(1.5399999999999998, 0.0)",1.5399999999999998,0.0,0.0,19989,"(400, 400)",400,400,173.639615234375,162.45635554680285
5247209aa-1.jpg,"(41.894999999999996, 0.0)",41.894999999999996,0.0,0.0,10575,"(400, 268)",400,268,329.6237337024357,59.09288446949768
5250b8bc3-1.jpg,"(14.285, 0.0)",14.285,0.0,0.0,18014,"(400, 300)",400,300,202.6576952330555,168.5756204192939
525947b88-1.jpg,"(6.535, 24.765)",6.535,24.765,0.0,52998,"(360, 480)",360,480,9173.850457973118,162.19408853470895
525b3147f-1.jpg,"(28.155, 21.32)",28.155,21.32,0.0,13341,"(400, 300)",400,300,395.736430826389,185.99285292928957
52602ec39-1.jpg,"(22.55, 0.0)",22.55,0.0,0.0,18193,"(269, 479)",269,479,170.6099483581106,171.85873311188777
5264d253b-1.jpg,"(1.8399999999999999, 0.0)",1.8399999999999999,0.0,0.0,13280,"(225, 400)",225,400,456.07373961283946,165.74440657762716
5267f524a-1.jpg,"(10.524999999999999, 20.355)",10.524999999999999,20.355,0.0,43837,"(270, 480)",270,480,5679.068135562176,161.72090846490326
527071e27-1.jpg,"(5.85, 4.42)",5.85,4.42,0.0,35760,"(360, 480)",360,480,766.2931017681274,129.96707980869584
52782bca8-1.jpg,"(0.03, 0.0)",0.03,0.0,0.0,12770,"(400, 300)",400,300,152.66439946222224,107.61462522201981
527b6112b-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,31666,"(640, 360)",640,360,210.52955616845026,96.32166804220799
528115548-1.jpg,"(12.89, 0.91)",12.89,0.91,0.0,37889,"(640, 481)",640,481,246.41092485985735,130.6579390710796
52820e80e-1.jpg,"(0.0, 31.244999999999997)",0.0,31.244999999999997,0.0,12686,"(240, 320)",240,320,328.7761862786187,152.29539448649342
528563012-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,28637,"(640, 360)",640,360,142.740993151328,181.1461906115311
5287fead8-1.jpg,"(2.775, 15.54)",2.775,15.54,0.0,18384,"(225, 400)",225,400,801.7823965776543,161.80318962531575
529025eb8-1.jpg,"(5.75, 0.0)",5.75,0.0,0.0,68122,"(640, 536)",640,536,1567.8616292054505,46.33619245584412
5290a4428-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,22090,"(300, 400)",300,400,526.4679158493751,130.19884748757784
5296fb183-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,22430,"(300, 400)",300,400,948.2549156660416,161.51381726203076
5297d9ba8-1.jpg,"(3.255, 27.17)",3.255,27.17,0.0,19415,"(331, 400)",331,400,148.50427132624745,134.69245479013375
529c2e04b-1.jpg,"(8.485, 2.465)",8.485,2.465,0.0,65808,"(640, 428)",640,428,2397.4686464800125,138.50938129946144
52a23ae9d-1.jpg,"(19.94, 0.875)",19.94,0.875,0.0,21930,"(400, 225)",400,225,1594.6658273599999,127.63616633700595
52a539ef3-1.jpg,"(0.0, 7.655)",0.0,7.655,0.0,52947,"(640, 480)",640,480,323.4648436170789,170.27272700896987
52a88696e-1.jpg,"(0.295, 0.0)",0.295,0.0,0.0,21331,"(400, 239)",400,239,1025.7331828184906,100.8913154646211
52ad1225c-1.jpg,"(1.305, 1.905)",1.305,1.905,0.0,38772,"(352, 480)",352,480,1511.380834870001,142.25488270286834
52af450f8-1.jpg,"(16.794999999999998, 1.015)",16.794999999999998,1.015,0.0,17143,"(400, 265)",400,265,403.1518428656997,149.16652514216113
52c15bfee-1.jpg,"(8.29, 0.46)",8.29,0.46,0.0,51666,"(480, 480)",480,480,2071.5192768675065,107.77035352525465
52c49d6b6-1.jpg,"(0.63, 0.0)",0.63,0.0,0.0,39515,"(640, 480)",640,480,457.4559316049789,162.81777694756664
52c904832-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,28300,"(360, 480)",360,480,394.3501104453004,179.5996747236701
52cf4a759-1.jpg,"(2.335, 16.995)",2.335,16.995,0.0,13907,"(400, 300)",400,300,87.20911348638889,148.78022252632954
52d0469f8-1.jpg,"(16.43, 0.0)",16.43,0.0,0.0,20367,"(300, 400)",300,400,363.87155780770826,124.13509638078087
52d336af0-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,31787,"(414, 480)",414,480,573.6141541249464,133.22726092511053
52d65015d-1.jpg,"(27.79, 12.16)",27.79,12.16,0.0,15310,"(400, 301)",400,301,290.8213677950575,171.42212144701767
52da0c86c-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,23492,"(400, 300)",400,300,574.1444498122221,126.1210559273263
52dae90aa-1.jpg,"(3.49, 0.04)",3.49,0.04,0.0,39173,"(360, 480)",360,480,1592.4249979402439,95.26420306566868
52db8f887-1.jpg,"(12.29, 0.135)",12.29,0.135,0.0,17954,"(400, 300)",400,300,856.7793725193751,175.88084027358215
52e555a3a-1.jpg,"(0.115, 13.185)",0.115,13.185,0.0,20871,"(300, 400)",300,400,359.35816264416655,68.98814484473472
52ec30101-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,45676,"(480, 360)",480,360,2888.6674410922496,177.94585858524243
52ed9719f-1.jpg,"(32.8, 1.565)",32.8,1.565,0.0,16866,"(226, 399)",226,399,454.5255263123534,141.65755777669352
52f3d0bf9-1.jpg,"(0.0, 19.705)",0.0,19.705,0.0,24317,"(400, 300)",400,300,559.8266125863888,140.96915626467
52f439e65-1.jpg,"(1.16, 0.0)",1.16,0.0,0.0,10459,"(400, 300)",400,300,90.04244040104167,170.22108341022812
52ff28c14-1.jpg,"(17.745, 0.0)",17.745,0.0,0.0,47025,"(640, 480)",640,480,481.8788347649469,161.2619236906002
52ffdc6c2-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,18860,"(293, 400)",293,400,332.69540487105274,182.01576784311345
5301da118-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,40940,"(480, 480)",480,480,1167.9673871419277,166.75645858100458
53037f091-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,32591,"(270, 480)",270,480,1357.3265323264363,150.04179762280543
530aac28c-1.jpg,"(0.51, 0.0)",0.51,0.0,0.0,27090,"(400, 300)",400,300,1205.5565975455554,164.86315418295737
530b7bcec-1.jpg,"(0.0, 6.1850000000000005)",0.0,6.1850000000000005,0.0,15346,"(351, 400)",351,400,269.14727867448323,87.37104536802437
530c897a2-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,25165,"(360, 480)",360,480,333.07806051710253,173.82058389443975
531452675-1.jpg,"(3.09, 0.0)",3.09,0.0,0.0,21863,"(360, 480)",360,480,243.75481751995326,180.7831571566777
5314d64ac-1.jpg,"(0.0, 0.045)",0.0,0.045,0.0,21384,"(267, 400)",267,400,1349.757598783736,139.42023823368484
531e56f63-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,43384,"(360, 480)",360,480,2829.139306476659,140.06160050949012
531f9b184-1.jpg,"(18.26, 0.0)",18.26,0.0,0.0,34295,"(360, 480)",360,480,1219.282204793294,166.43484132600702
532396459-1.jpg,"(1.18, 0.735)",1.18,0.735,0.0,24594,"(360, 480)",360,480,325.7347576569734,92.97738789453
5324ef3fb-1.jpg,"(1.575, 0.02)",1.575,0.02,0.0,19066,"(480, 360)",480,360,221.7500973281839,78.67913789166093
5328a3ad8-1.jpg,"(26.490000000000002, 3.505)",26.490000000000002,3.505,0.0,40292,"(360, 480)",360,480,3934.370051215144,76.74445651997361
532b5a798-1.jpg,"(18.0, 3.3)",18.0,3.3,0.0,41877,"(300, 400)",300,400,4780.529311865555,157.76763980060588
532cac389-1.jpg,"(0.0, 0.05)",0.0,0.05,0.0,12216,"(400, 300)",400,300,58.67122497993056,142.8829636184132
532ccd0c5-1.jpg,"(0.0, 7.2)",0.0,7.2,0.0,11369,"(223, 299)",223,299,356.2197449595831,122.56375037482627
5330c4588-1.jpg,"(0.0, 12.87)",0.0,12.87,0.0,22324,"(276, 479)",276,479,398.7183242392097,175.0979927952823
533916bd6-1.jpg,"(15.595, 8.64)",15.595,8.64,0.0,31868,"(400, 300)",400,300,3018.8822755863885,128.80849104374454
533c528ec-1.jpg,"(18.89, 0.0)",18.89,0.0,0.0,21352,"(400, 300)",400,300,811.0909838655555,104.3300321269761
533f52fff-1.jpg,"(0.065, 2.715)",0.065,2.715,0.0,46014,"(640, 480)",640,480,405.75774408102035,88.02840239319079
534104c8e-1.jpg,"(0.0, 0.08)",0.0,0.08,0.0,25532,"(360, 480)",360,480,318.78398996026107,154.87987112320639
5346481de-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,17875,"(270, 480)",270,480,134.4391334683642,114.11390272328015
5347d6835-1.jpg,"(0.0, 46.275)",0.0,46.275,0.0,11468,"(300, 225)",300,225,487.94237741475996,115.39317652218452
534fff3cf-1.jpg,"(1.18, 1.12)",1.18,1.12,0.0,26291,"(356, 480)",356,480,416.47777972843016,179.82870685943328
5353b2283-1.jpg,"(0.0, 0.29000000000000004)",0.0,0.29000000000000004,0.0,5124,"(160, 157)",160,157,180.74334549417568,172.11719972957943
53549acd2-1.jpg,"(0.615, 0.0)",0.615,0.0,0.0,11999,"(267, 400)",267,400,40.56292723973895,127.29205247299954
53561f52b-1.jpg,"(0.425, 0.0)",0.425,0.0,0.0,48022,"(360, 480)",360,480,5368.202163495819,133.2645150661709
5357633c0-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,22248,"(300, 400)",300,400,623.2275959915972,171.42988682194476
5360d72a3-1.jpg,"(3.6500000000000004, 0.0)",3.6500000000000004,0.0,0.0,17131,"(270, 480)",270,480,405.8670968790485,169.90586628190684
536475bf3-1.jpg,"(1.71, 0.335)",1.71,0.335,0.0,29946,"(360, 480)",360,480,807.6693327345022,100.84295089823247
5366eff00-1.jpg,"(18.9, 2.18)",18.9,2.18,0.0,17610,"(400, 260)",400,260,306.18364191854664,171.81498395008245
536af3840-1.jpg,"(0.0, 0.145)",0.0,0.145,0.0,8731,"(400, 307)",400,307,63.84563466561979,135.15759756455026
53759835a-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,20040,"(400, 300)",400,300,298.1370149193751,175.46678088734626
5376c81df-1.jpg,"(0.56, 0.34500000000000003)",0.56,0.34500000000000003,0.0,30225,"(300, 400)",300,400,2231.2586568308334,177.4720413714685
5377c3a3c-1.jpg,"(14.46, 0.0)",14.46,0.0,0.0,22585,"(400, 300)",400,300,1332.4201197955556,156.7321940740421
537b5f09b-1.jpg,"(0.0, 26.03)",0.0,26.03,0.0,14164,"(400, 300)",400,300,341.9842831597223,172.7451534934357
5382ef1e5-1.jpg,"(5.705, 0.035)",5.705,0.035,0.0,27159,"(270, 480)",270,480,861.0205337190764,127.69900306242863
53895ad35-1.jpg,"(0.19, 1.525)",0.19,1.525,0.0,52927,"(360, 480)",360,480,4513.576568995649,154.73560298564828
538a89b59-1.jpg,"(0.0, 0.0)",0.0,0.0,0.0,18227,"(400, 299)",400,299,260.8187687133673,158.10804452978348
