"","PetID","cluster"
"3059","81d404558",3
"3060","fd9489e42",3
"3061","de61ca522",4
"3062","68a4cd579",4
"3063","ff47b9a27",5
"3064","e985acab0",6
"3065","25fce0465",4
"3066","585a705fc",2
"3067","ba433a9d3",3
"3068","455d243eb",4
"3069","76c073021",6
"3070","09898b12e",6
"3071","813bfdc93",4
"3072","01ce66bd5",6
"3073","39afc4a19",3
"3074","0ae5f9681",4
"3075","bfa54aa27",3
"3076","3bc84c4a9",3
"3077","d7d1cf92c",7
"3078","220e9aa26",2
"3079","269caf235",7
"3080","0a30968a3",3
"3081","e625fc4f4",3
"3082","099115d38",3
"3083","22f3c3543",4
"3084","97450a196",4
"3085","fe7e662c5",3
"3086","41ee53918",4
"3087","bd4059588",3
"3088","f41a7de83",3
"3089","b7a19c5ac",3
"3090","7ed3e206a",6
"3091","c7c489413",5
"3092","aac9127c5",3
"3093","3c6f9a4e7",3
"3094","271bb0de8",3
"3095","14580436c",4
"3096","f08275fdc",4
"3097","d9dcad5b4",6
"3098","7d7fddaed",4
"3099","5242038c7",1
"3100","1f64d3191",3
"3101","916165c1b",6
"3102","843910e74",2
"3103","3cb6e5957",3
"3104","f18d332de",2
"3105","35d860fe5",3
"3106","0e47fe631",5
"3107","3b1009a30",4
"3108","523912c83",4
"3109","70b7cb06d",3
"3110","c42153e51",3
"3111","d6b97e7ca",3
"3112","5bd725e47",5
"3113","e995f65fc",4
"3114","bea39d7ec",3
"3115","abc9c4207",6
"3116","cf44e1a59",3
"3117","22de1a590",3
"3118","194acc3f9",4
"3119","399cacd30",3
"3120","81eb7857d",3
"3121","4657ae5ac",4
"3122","8ead3a355",4
"3123","ba804d3fa",4
"3124","d899c9ef7",2
"3125","06634513c",3
"3126","67f174628",4
"3127","ecba82fc3",5
"3128","7e19f2890",2
"3129","7e2ce5b3e",6
"3130","258026ebe",3
"3131","29d752f7f",3
"3132","64ea61ea7",3
"3133","3060de782",6
"3134","b3f1c8d27",4
"3135","d0566e4db",3
"3136","dc589864d",6
"3137","49f3710f9",6
"3138","4d4c7be64",4
"3139","ada57411b",4
"3140","e90451ea4",6
"3141","cc13183c3",5
"3142","be21567c3",3
"3143","1e72112bc",3
"3144","9bfb6a77f",4
"3145","7013035d9",3
"3146","6c4d7b09f",2
"3147","be3247b2c",4
"3148","0ff7245bd",2
"3149","26b70a13a",6
"3150","40309f25c",3
"3151","419267690",4
"3152","a44b2389a",3
"3153","600f8eb25",4
"3154","1cd363542",4
"3155","d4bb8cf0a",7
"3156","06904db12",3
"3157","f98b9d62a",4
"3158","92586e5a3",2
"3159","9f3fc8a95",4
"3160","4989496c6",4
"3161","df3756483",4
"3162","46bb277b5",4
"3163","35c761c35",4
"3164","30fac18f7",3
"3165","3d9a62b53",2
"3166","51226d067",6
"3167","24dfcc985",6
"3168","807ea3b72",3
"3169","f432156e6",3
"3170","e932a94c6",2
"3171","1347325db",6
"3172","11d50c573",6
"3173","6b53bf64d",6
"3174","24750a30f",2
"3175","110242085",4
"3176","a2c44393c",6
"3177","e998d6d60",4
"3178","7112952b7",4
"3179","f86f15c15",2
"3180","8cccc67d4",4
"3181","9d4f21d40",1
"3182","eddd81378",4
"3183","30917edfa",2
"3184","ec40d007f",5
"3185","ba8ead296",3
"3186","ed7c0ebb1",2
"3187","f4ea05a34",3
"3188","fb9474822",3
"3189","45e750d0d",5
"3190","bd6528981",3
"3191","6bf08dced",5
"3192","5fd83540b",3
"3193","63adeea51",6
"3194","b70d0abec",6
"3195","a7f58a6e4",6
"3196","ce5bb821a",7
"3197","4cc55b081",5
"3198","d0b98e001",2
"3199","5afb6da05",3
"3200","832a83f42",4
"3201","2ca18c1e3",5
"3202","3e158c21e",2
"3203","85587ad13",5
"3204","1cccac540",4
"3205","7131cab79",5
"3206","daa05bb76",2
"3207","a9f6ed0cb",2
"3208","f80bf9a51",3
"3209","dc88ebe46",3
"3210","65e75b92e",6
"3211","5bd0c6dc7",3
"3212","b4d54e67c",3
"3213","495528ba4",4
"3214","e8020cb33",3
"3215","4c6048341",6
"3216","1b91e1082",5
"3217","b4d341b10",3
"3218","c36ffffdc",6
"3219","6697a7f62",3
"3220","27e74e45c",5
"3221","cc3fe68d2",3
"3222","c1278fe60",3
"3223","eb3d2466f",4
"3224","d0b74ed53",3
"3225","dbaa03313",2
"3226","4bce78644",4
"3227","9296c9064",5
"3228","92ee0c92b",5
"3229","c66f97de2",4
"3230","1db76bd72",6
"3231","0025a8313",2
"3232","cb7bfedd5",3
"3233","4103336dd",3
"3234","2e417850b",1
"3235","3ba7056bb",3
"3236","bbf3097d0",4
"3237","ad8b02fcc",4
"3238","5f3a4dab0",6
"3239","fe9e5aa06",3
"3240","4891fdacd",7
"3241","88819fc55",2
"3242","0d551fb5b",7
"3243","99c7658be",3
"3244","0243911ea",3
"3245","00eca0391",6
"3246","45c0c9a1f",6
"3247","296bafb6e",4
"3248","4fd755cc6",4
"3249","865ee6652",6
"3250","c3e1f5f86",5
"3251","171af089c",4
"3252","c2816bdff",2
"3253","7678afa65",3
"3254","25eec77c6",4
"3255","39c02e302",2
"3256","12c4ed873",4
"3257","88a264f0d",4
"3258","ab0609017",2
"3259","f922bd640",3
"3260","0a266921d",3
"3261","6dc193313",4
"3262","351f3746c",3
"3263","7ec72b62f",3
"3264","6185f59bf",6
"3265","a30e92cfd",2
"3266","9f2251ffe",2
"3267","f32059805",3
"3268","1a4c1709a",4
"3269","dde0775b8",5
"3270","aea876483",6
"3271","91298d5cf",2
"3272","7390b70c5",6
"3273","bcd601baa",2
"3274","70a534945",2
"3275","0510d2767",6
"3276","915f0b42a",3
"3277","6ea6cde88",2
"3278","4370b5ff7",6
"3279","ae116d640",5
"3280","c7969bc23",3
"3281","c469973de",3
"3282","04d25d8a7",4
"3283","7ad53619d",3
"3284","ba42b457d",4
"3285","29a2ecf1f",6
"3286","f4c27e753",3
"3287","d1db8712e",2
"3288","a0124e47a",6
"3289","ee65ac339",2
"3290","ffd61a488",3
"3291","ed10d7ee5",3
"3292","f867cc417",6
"3293","965054b9e",3
"3294","dd0d78496",2
"3295","18f9fe19c",2
"3296","dce01bb7e",3
"3297","93b91a46a",2
"3298","380eaa884",5
"3299","bcf8ec029",3
"3300","62f87187d",6
"3301","8bf15c0b6",3
"3302","1a7d70a4f",6
"3303","be4acc363",6
"3304","cb41cd1c5",3
"3305","1fdf2880b",2
"3306","0f78031e4",5
"3307","bb8795c8d",2
"3308","d59f3a6cc",4
"3309","8eb5d1d04",6
"3310","58132cc85",2
"3311","8d6c8d486",5
"3312","aba00e1f9",3
"3313","0ae84d311",4
"3314","74f4cfdf6",3
"3315","9ede28a9d",6
"3316","38436063c",3
"3317","721acc718",5
"3318","15df9cd46",2
"3319","a8a1d4151",3
"3320","a700a780b",3
"3321","68860d109",3
"3322","ea6f69d0a",3
"3323","24554cdc8",4
"3324","da7c5b19f",3
"3325","7ba58565e",4
"3326","1d9c36e47",2
"3327","069762ec2",2
"3328","2e726c62d",3
"3329","6f7d23e2d",6
"3330","00553ae55",6
"3331","5b2e5e410",5
"3332","44175f75c",6
"3333","17066185d",4
"3334","15cc01168",4
"3335","e402f3b2f",4
"3336","6153f9d64",4
"3337","a437cc78c",3
"3338","586585da9",4
"3339","2f4c6ada3",4
"3340","9d84fc0c5",6
"3341","418a25e6b",2
"3342","417c109aa",1
"3343","3e924d284",3
"3344","c39e5de99",2
"3345","7d9d04836",5
"3346","3d51f4560",3
"3347","c4a3c0456",3
"3348","db81bf77c",3
"3349","4b0b7dd2f",4
"3350","2483a71c4",4
"3351","42a8d4f4a",6
"3352","925c3854a",3
"3353","d714680ff",4
"3354","b1ed265ef",5
"3355","91d0ba5c0",3
"3356","530c897a2",4
"3357","ff9d8cb25",6
"3358","8cebbeec1",6
"3359","cf9e48222",5
"3360","1fecd2bab",4
"3361","f2eb9530d",6
"3362","3fed382c0",3
"3363","a5acfe9ed",2
"3364","523f4a05e",5
"3365","3b178aa59",7
"3366","1077fb67a",5
"3367","ae5059b40",5
"3368","b11ae7451",4
"3369","e68926f8d",6
"3370","3480a9d2e",6
"3371","a46794d88",3
"3372","bd54c995a",5
"3373","f45176c4c",6
"3374","dcc58b6ba",2
"3375","e27ac6865",5
"3376","f83695eb0",5
"3377","fa7c7d1be",4
"3378","a5b1713d3",2
"3379","8a38740d1",4
"3380","7611934a0",3
"3381","2208d2be1",3
"3382","a05e81f9f",4
"3383","3de1de812",4
"3384","655bbbcc8",6
"3385","0a4203544",7
"3386","ed0185e39",2
"3387","a73b9eafd",4
"3388","ed5631a9c",3
"3389","ebc749f21",3
"3390","687be6419",6
"3391","d22561762",4
"3392","0adca3f66",3
"3393","b25c2d2d1",2
"3394","38063ee14",3
"3395","f8c6ed1a5",6
"3396","19480ca6f",4
"3397","1f82a9cd0",4
"3398","06daf9c05",6
"3399","cf66d011e",4
"3400","70337537c",6
"3401","72c626d6c",4
"3402","9ed224982",3
"3403","7b052d37d",1
"3404","231fe619a",2
"3405","6704c5fd7",4
"3406","8867faa98",2
"3407","10516f3c6",6
"3408","5a828ec3e",5
"3409","b810732ac",4
"3410","3e65ffa3c",4
"3411","656a0a459",5
"3412","042b1e55f",3
"3413","eddac3328",6
"3414","9b344389b",6
"3415","97f0e7ec2",6
"3416","0d47275d4",1
"3417","f4614847a",4
"3418","c611f493b",6
"3419","1a676ca88",3
"3420","c2b2da9dd",3
"3421","f26e3e182",3
"3422","db05d2fb1",3
"3423","08b9a3a2f",3
"3424","8cc7f24f2",6
"3425","7ef23b94f",3
"3426","ebff4722c",6
"3427","4c9ea9908",3
"3428","46b9595d0",3
"3429","b3db0fa59",6
"3430","3a39613fa",3
"3431","80de23d7a",3
"3432","2405c5660",3
"3433","3df923a0e",3
"3434","8b0ea16a5",4
"3435","8f1bdc253",3
"3436","dbabe4e51",3
"3437","b921bfb80",6
"3438","a7cd5b749",3
"3439","4866e37fe",3
"3440","2127c6e1f",3
"3441","63912e2b8",6
"3442","21d8f0d2f",2
"3443","1534419ad",3
"3444","12890e9dc",3
"3445","43ad546c7",3
"3446","9c583aec6",4
"3447","ea92dcef6",3
"3448","d5ee02201",3
"3449","c969e8b17",5
"3450","764fac30e",4
"3451","fb67eb5d9",3
"3452","9d513f46a",6
"3453","de34278bc",3
"3454","0fd78af13",2
"3455","e348d720a",4
"3456","cccaecca8",4
"3457","5ca64db1a",2
"3458","ffebad2e7",3
"3459","048519a46",4
"3460","5634cfd98",3
"3461","503a567ed",3
"3462","536475bf3",2
"3463","7eb0b42b1",3
"3464","605f9cd41",3
"3465","186920165",7
"3466","acfaf9210",3
"3467","e5bc7aaa8",4
"3468","2cb3529bc",7
"3469","1a83d4455",4
"3470","9193c38af",3
"3471","eaf610cd0",6
"3472","9c5f43178",3
"3473","79f41f755",6
"3474","6f863a03a",3
"3475","156c2d6ba",3
"3476","52f3d0bf9",2
"3477","64070899d",3
"3478","359dd0b52",2
"3479","4f1a882b3",4
"3480","d93b38122",3
"3481","a03330405",3
"3482","bdb0f50e0",2
"3483","44c117982",3
"3484","4ef15a1c6",4
"3485","27b1bdd40",4
"3486","c92cdf20c",3
"3487","d37c4c951",3
"3488","62da2d031",2
"3489","533f52fff",5
"3490","2d88536fc",3
"3491","56ddc4f47",3
"3492","119f813b2",3
"3493","2831adaff",6
"3494","0bdd7f7ac",4
"3495","60f513e5a",4
"3496","2f7fd8400",3
"3497","95eb301ed",5
"3498","c763886a6",6
"3499","1d20ba693",3
"3500","58d1adc55",3
"3501","628f11673",4
"3502","caa967274",4
"3503","d7331834d",3
"3504","6d1c281f9",1
"3505","158a55025",7
"3506","41e4574a6",3
"3507","5682330ad",4
"3508","bd7f4fcee",1
"3509","eb1f799df",4
"3510","50262523c",3
"3511","4da0a8ee1",3
"3512","bd3fb8531",6
"3513","b1d1e399c",4
"3514","52a539ef3",4
"3515","adc3a477a",2
"3516","130797334",3
"3517","e8f6ede8c",4
"3518","63697128e",3
"3519","ca967745b",3
"3520","c148399c0",4
"3521","514e33268",4
"3522","538a89b59",6
"3523","91ef9278d",4
"3524","390f4fae4",3
"3525","722beb3aa",4
"3526","4f58a37d5",5
"3527","54bbc1b84",4
"3528","cbf20c4b0",2
"3529","df09bd082",3
"3530","add617e3c",3
"3531","c960b413e",2
"3532","3cc573384",4
"3533","618e97eeb",3
"3534","4d09e065d",2
"3535","d719027fd",5
"3536","2ad6c7675",4
"3537","dbf579546",4
"3538","0fe8ffc8e",5
"3539","ca17a355e",3
"3540","9ba11975b",4
"3541","7a23bdbdc",4
"3542","72c9986ac",3
"3543","a53e7e832",4
"3544","6db27dbb7",4
"3545","4a78b3e0b",4
"3546","f9f0a5dfb",4
"3547","63ea7cfeb",5
"3548","3219ad064",6
"3549","7582d1ab2",3
"3550","6709f43e8",4
"3551","0ece28cf0",6
"3552","97baac4eb",4
"3553","98b29e94a",4
"3554","40fa3f339",3
"3555","56d7f894f",2
"3556","d898de7ff",3
"3557","d56674978",6
"3558","0822db812",2
"3559","dc2354851",3
"3560","fa5957d1c",4
"3561","37a11cc19",6
"3562","cef410e81",6
"3563","22bc76cf6",3
"3564","2d2f2a305",4
"3565","a6830bac1",3
"3566","afa694eb4",3
"3567","70c30b53f",4
"3568","b52b8d946",2
"3569","1b1628128",4
"3570","8bb1c8a6f",2
"3571","c92cdde7f",3
"3572","0d6b42991",5
"3573","86ea9dda0",4
"3574","e65daf4dd",3
"3575","e48598033",7
"3576","46152db3e",4
"3577","dd8e62b81",4
"3578","f6db28991",6
"3579","e748f52b7",3
"3580","f836696de",3
"3581","f1f0972e3",5
"3582","8aeff9ad9",2
"3583","eb102e06d",4
"3584","703c9a23b",6
"3585","207aa47a6",6
"3586","14e52bdaf",2
"3587","083687ba1",4
"3588","4963e95ce",6
"3589","022606901",6
"3590","93e058345",3
"3591","0c49c9df2",2
"3592","57af29aba",6
"3593","6ef7f0012",2
"3594","fa5f5ccf9",2
"3595","271ca0b0e",3
"3596","34ed5aa64",6
"3597","e9e6aa241",3
"3598","14fb52f07",6
"3599","cfa67dca2",5
"3600","5b9bed882",5
"3601","4c26cf05d",6
"3602","4a8dc3644",2
"3603","16002dd9b",4
"3604","2774ef93f",4
"3605","17cbebba6",2
"3606","bf7ee1354",6
"3607","a91141912",6
"3608","a119ce67e",4
"3609","99f5b19b5",3
"3610","09dd22091",3
"3611","bc681e945",5
"3612","cca1ec6df",4
"3613","2486fcece",4
"3614","80bbb481b",4
"3615","f7b67fd7f",3
"3616","18a8b9b6e",4
"3617","f3a9092a2",6
"3618","559e15485",3
"3619","cf1b1b824",3
"3620","de19fca23",4
"3621","0cba1503b",6
"3622","97a3cca4f",3
"3623","b6fb16dbb",4
"3624","6c4520bd5",2
"3625","cc4e55d5b",5
"3626","f2aa25dbc",4
"3627","2c08a034c",6
"3628","c8d22c965",4
"3629","d404012af",4
"3630","4baa2968b",6
"3631","bbf6ed419",3
"3632","07eb56db1",3
"3633","c42e5a129",3
"3634","68ab069e3",2
"3635","9922b4f91",6
"3636","4413f9855",3
"3637","8b94ae06d",6
"3638","bd6a6d0dd",4
"3639","7ecaa8636",7
"3640","1c2a20543",4
"3641","89bec6af3",5
"3642","6984c9c58",4
"3643","0d7d16ce1",4
"3644","0fa25b7e5",3
"3645","8a6701090",4
"3646","ca9841ab1",3
"3647","250f59089",5
"3648","34b96cf6a",3
"3649","371d7e8ad",4
"3650","a338df612",7
"3651","4b7262ad7",2
"3652","ac59f3533",3
"3653","18734d13e",2
"3654","2d95a1a81",4
"3655","b3170958f",6
"3656","0be09ae87",2
"3657","81532c76f",4
"3658","99ab7c701",3
"3659","7f094e80c",3
"3660","3a050484c",5
"3661","ab48d21e0",5
"3662","882021db6",3
"3663","ee63ca0b4",3
"3664","37c989ac5",4
"3665","03c49f5aa",6
"3666","8f331aa22",6
"3667","9c1b4bb55",3
"3668","d380185bc",2
"3669","508f87cfc",3
"3670","b1818e562",2
"3671","3af1dedf7",3
"3672","9ae0545c1",2
"3673","6da06ed36",3
"3674","cf17492c7",6
"3675","80621df6b",6
"3676","56a0c2ccd",4
"3677","bf9ce53b3",5
"3678","793e89809",3
"3679","38e7577af",4
"3680","ff22356ef",4
"3681","161de24f6",6
"3682","b743aa88e",4
"3683","f1fb9506a",4
"3684","deac22864",4
"3685","b16852e32",7
"3686","72a2dc93b",2
"3687","ab4f161ae",7
"3688","aa3409a07",4
"3689","8910ea0f4",4
"3690","75758ad3f",3
"3691","52363327c",7
"3692","cb05f298c",3
"3693","f069c7c28",6
"3694","553b720c2",6
"3695","c58ad77c4",3
"3696","19470706b",3
"3697","cb423070b",4
"3698","f9db446f8",3
"3699","b129e668c",6
"3700","f205876aa",6
"3701","0b6064845",7
"3702","06abc52ac",3
"3703","2b47d7f0d",6
"3704","47fb86cbd",4
"3705","0c71184d5",3
"3706","078bf7e5a",4
"3707","70c88aab8",4
"3708","5d83f98eb",4
"3709","aaf465c30",6
"3710","f66e4eecf",6
"3711","d2fae31e8",6
"3712","64eed5e14",6
"3713","e909c484a",6
"3714","0690278af",3
"3715","ad56c5705",3
"3716","b7af4869d",6
"3717","f5bbf322d",3
"3718","b054e635f",3
"3719","badeec277",2
"3720","8b34370aa",2
"3721","c09e086c8",5
"3722","27ab49f1a",3
"3723","00156db4a",6
"3724","f52510492",3
"3725","0211e2f2d",4
"3726","6f358dea9",6
"3727","8e4a80297",2
"3728","90fe2bf72",5
"3729","ec8608c1c",3
"3730","86d42fe3f",3
"3731","70f92bae8",6
"3732","8f49d2828",3
"3733","e1cc143c4",7
"3734","41c61ed91",5
"3735","ba77d1df1",3
"3736","68e6d1bd7",2
"3737","9598a1528",3
"3738","6083e589b",3
"3739","ab3759aae",5
"3740","6090e5de6",3
"3741","487531377",2
"3742","14b3376eb",3
"3743","6fef6e555",4
"3744","4059df1bf",4
"3745","ea4fe7ae2",2
"3746","550405709",3
"3747","4d67e7fcf",3
"3748","7c6cc4bba",2
"3749","be604ea67",2
"3750","c2bc9cfc3",2
"3751","f246cb734",3
"3752","f8e0a06ca",7
"3753","fab063ed4",6
"3754","5ead05034",3
"3755","de884d234",4
"3756","87a37261b",5
"3757","f0f9efd52",5
"3758","a04a67a2e",6
"3759","d1ef30b8a",6
"3760","6c8613e80",4
"3761","e72120027",6
"3762","3b2f6d5b2",6
"3763","449290a8b",4
"3764","ca3dbbaa3",3
"3765","a243c61c6",1
"3766","84f308399",6
"3767","28dc83755",3
"3768","d6c60a52d",2
"3769","598f1fdae",6
"3770","50d1c2157",3
"3771","dd6cb40d8",3
"3772","5fe2e44a2",3
"3773","547c7bf41",4
"3774","56b5845d7",7
"3775","e42a8863f",3
"3776","34884c9fc",6
"3777","9ad6f6fae",6
"3778","61c1f3481",6
"3779","6bf6880bd",3
"3780","e3b39a9f5",6
"3781","063d8c58b",1
"3782","06b533b04",3
"3783","443682c9f",4
"3784","36b20cfb5",3
"3785","f9b28d664",3
"3786","8b636912d",5
"3787","c73c8b6d1",3
"3788","e2cf62da9",6
"3789","a76fa694e",3
"3790","ff7707a35",2
"3791","faf13c5cd",5
"3792","160e267f4",5
"3793","9d4e91ab0",5
"3794","6764e8752",2
"3795","c026becc2",3
"3796","71cb2e2d0",4
"3797","9498e0379",3
"3798","f2ff942f1",6
"3799","96ad633d6",4
"3800","d21ed8b84",3
"3801","ec8c5413b",6
"3802","7d3448f9e",3
"3803","02a13b2cb",2
"3804","f57efd0b9",3
"3805","dc2ae1787",3
"3806","e7b44276b",3
"3807","9d6fd0eaf",4
"3808","7adb5f44c",4
"3809","81a1cb1b2",3
"3810","4d5e4949a",4
"3811","d61dd6a6b",2
"3812","146005aa0",3
"3813","b3ae374f7",6
"3814","5a3599411",4
"3815","621a16b0c",5
"3816","c267a86af",7
"3817","1caf9686d",6
"3818","0b32cba75",3
"3819","80fcb8392",6
"3820","be0e2dfbc",4
"3821","288edef23",4
"3822","5742d498f",2
"3823","f16407c21",6
"3824","c053ae854",3
"3825","9baf0d577",4
"3826","070014779",6
"3827","feec7a438",3
"3828","af2ec000a",3
"3829","b652b7241",4
"3830","37e15671b",3
"3831","0ecc1200a",4
"3832","d2dbe8b09",5
"3833","b2145e15d",3
"3834","251f4dd60",6
"3835","2b4c0f3b6",3
"3836","d77baafda",3
"3837","d0e762abd",3
"3838","f93ea9f9f",4
"3839","ae6a2116c",2
"3840","b16fae336",3
"3841","d2161e0a2",3
"3842","e545bcd64",6
"3843","693a90fda",3
"3844","fad982f0a",6
"3845","059d8d91f",3
"3846","8a45e8492",4
"3847","a249a34f9",4
"3848","9976d9007",5
"3849","9e6da2bb1",7
"3850","b1b2aae50",5
"3851","a25c1fe02",4
"3852","e801cb768",6
"3853","8c2f67527",3
"3854","26a351904",4
"3855","68a3c10cb",4
"3856","a4221001f",5
"3857","3ee76f8a2",6
"3858","bb7dfc592",3
"3859","a9fdc3e4a",2
"3860","338bc4bcd",4
"3861","b39ead375",7
"3862","4d3526802",2
"3863","064425a21",4
"3864","48f8d1d90",4
"3865","8ccb8778d",6
"3866","04372b78d",6
"3867","356d41ee2",3
"3868","dba5f0e5c",7
"3869","1e140177f",3
"3870","1c2d419ac",4
"3871","933da53ee",6
"3872","0ab8ae91b",5
"3873","05d3e4d55",6
"3874","4e09a22e0",3
"3875","414d8422f",4
"3876","285758945",6
"3877","17d578acc",3
"3878","5ed271e0d",3
"3879","d9fe690c2",5
"3880","adbce8472",2
"3881","f95680d84",5
"3882","251e884b7",3
"3883","9b8a35f8b",4
"3884","2868f9f3f",3
"3885","a5a7de784",2
"3886","e3f51f5e0",4
"3887","bc4e5abfd",5
"3888","5c94ecc07",4
"3889","5b57c4bba",3
"3890","9b0f69f61",6
"3891","db3fce97e",6
"3892","ee6e0abe4",6
"3893","deb7136ba",3
"3894","007ffeccd",5
"3895","a85630773",6
"3896","56f9dbc59",5
"3897","4f512c3fe",4
"3898","2def0a43e",5
"3899","487bbfb6d",4
"3900","8b8c51377",3
"3901","243f7f43e",3
"3902","e59c8fc76",5
"3903","ccd3e236f",5
"3904","435f419f9",4
"3905","be7ff8075",3
"3906","c2c03cb2d",6
"3907","cf8325fae",3
"3908","dafb0cea4",6
"3909","48553ec94",6
"3910","0f3fd67e2",6
"3911","96eb3ec09",4
"3912","fc9cf8b8d",3
"3913","41612698d",4
"3914","cc9c0e1e7",6
"3915","039fea576",3
"3916","2a734045b",6
"3917","4a91d273b",2
"3918","4e12936b0",3
"3919","788e8757d",4
"3920","2533f425e",2
"3921","11aa441fe",4
"3922","68936da8c",2
"3923","fa1c96e93",6
"3924","094636517",4
"3925","5c7d61133",6
"3926","98b1b003d",6
"3927","2962fc103",4
"3928","81075b785",6
"3929","4f9b31590",5
"3930","907fc239e",3
"3931","405b63ca5",5
"3932","bf497e792",7
"3933","2ce1c6a93",7
"3934","998de7b77",4
"3935","9b09114c4",4
"3936","ddd926335",3
"3937","65614e7f4",4
"3938","bd0c6dcb3",5
"3939","175c5bce0",3
"3940","928fba0c4",6
"3941","0defc5386",4
"3942","bc03cb42b",6
"3943","e5bb33a17",5
"3944","2d9dd14b1",4
"3945","4d6350e54",3
"3946","a0eec326f",3
"3947","1e750bb89",3
"3948","e58dd05c8",2
"3949","b21dea224",3
"3950","8b6f2ff52",7
"3951","3c9dbc88e",2
"3952","9664bcecb",5
"3953","8d92ada81",6
"3954","09b3b9dfd",2
"3955","1c7a27088",3
"3956","eb4eef57a",4
"3957","b2f2134bd",4
"3958","85ed50b25",3
"3959","f28036d8a",4
"3960","4a590a1cc",6
"3961","a71cafdcf",4
"3962","d5b9cbf05",4
"3963","7993a02ee",4
"3964","bea6f651c",4
"3965","8e1111452",2
"3966","96b7978d2",6
"3967","92d711b01",2
"3968","5ebe00ac2",3
"3969","9868e4015",5
"3970","43c43bfed",3
"3971","870d3b2aa",3
"3972","218f8bb3a",2
"3973","b3faddf18",4
"3974","b16c55a91",3
"3975","3a3dc1dab",3
"3976","3ea00c9fd",4
"3977","00eced1f0",3
"3978","ff78347b7",3
"3979","e9bb69a1e",6
"3980","3d7204289",4
"3981","e995db95f",4
"3982","30eb1004f",2
"3983","75c84313d",3
"3984","ef5a07ae2",4
"3985","9ab460730",4
"3986","6d6390b1f",3
"3987","a4e103d6d",4
"3988","c382bae22",2
"3989","1154c26ac",3
"3990","4892ceb8d",6
"3991","4c31c7db9",4
"3992","2dea0707b",3
"3993","9ee370ef6",6
"3994","16673c028",3
"3995","b0278d962",4
"3996","3d7d23a52",3
"3997","ae00eded4",5
"3998","267bf57c8",4
"3999","53923463d",7
"4000","921817343",6
"4001","987095c9c",3
"4002","ab821872c",4
"4003","0bf2506a5",6
"4004","55f8f6120",3
"4005","1bb6183eb",3
"4006","95bc62678",7
"4007","ae0c5671e",7
"4008","d83dd7fc2",4
"4009","03f65bdd3",6
"4010","876453f9d",7
"4011","c64b6e891",3
"4012","179462b6d",4
"4013","4450385b4",4
"4014","ca76729c9",6
"4015","01b3356f5",6
"4016","f3452afa7",4
"4017","af1bc9216",6
"4018","56bf5e254",3
"4019","f1df75b45",3
"4020","57aecbbcf",4
"4021","cc068a979",5
"4022","2691a20c0",4
"4023","2a3796cbd",7
"4024","3508d0b46",3
"4025","0c228bdd5",2
"4026","10711bb95",2
"4027","6d6318af8",6
"4028","ec040a1ef",5
"4029","1cce33a82",3
"4030","c03fe7452",4
"4031","1c967561d",6
"4032","eb5dc081c",4
"4033","fc3053f45",3
"4034","10836809d",6
"4035","945bf5e17",3
"4036","88d5f9129",1
"4037","4872c28b4",2
"4038","42448336b",3
"4039","900b47573",4
"4040","984efb177",6
"4041","3ca4780f5",6
"4042","d46a58371",3
"4043","faf4322a0",4
"4044","627726d36",3
"4045","1b08020b7",4
"4046","6aa2cd8ea",4
"4047","3ce528284",7
"4048","5cabf5331",4
"4049","c12883eaa",3
"4050","6c1fa0fdb",4
"4051","a7c004380",3
"4052","4be1b15fb",4
"4053","72c38b9ab",3
"4054","db0b0bea6",4
"4055","b0eeaf438",6
"4056","6ad1d75b2",4
"4057","8d32f11b0",3
"4058","0fc2dc3cb",3
"4059","87f206cea",5
"4060","8f9bfc9f4",1
"4061","42e73a942",3
"4062","0fa39858f",3
"4063","a2c9be724",1
"4064","6138cd70d",5
"4065","1dc8f0fd4",6
"4066","61fa95b3b",4
"4067","34d387261",2
"4068","ce6fe7377",2
"4069","2581f9792",3
"4070","e1cd176b5",2
"4071","6d43edbe9",1
"4072","fdb03c163",7
"4073","243aaaf6c",4
"4074","de01d00eb",2
"4075","b5f846518",4
"4076","6146d435c",4
"4077","413489a34",3
"4078","6708ff204",6
"4079","1ae342ed5",3
"4080","d005caf41",3
"4081","9b8805c58",2
"4082","b6684c4b7",6
"4083","3828225de",7
"4084","8dada5ac5",3
"4085","2b1638a20",6
"4086","65051faf7",3
"4087","b9f8cf52a",7
"4088","c001a0b58",4
"4089","cf98480e0",6
"4090","d83f60849",4
"4091","1fd464902",4
"4092","f3386d639",3
"4093","b68679817",5
"4094","f4813ff89",3
"4095","029469d58",4
"4096","f9a3f579a",4
"4097","f68c70fe1",3
"4098","4540f8e9c",5
"4099","3f5ec6144",3
"4100","181c10e45",4
"4101","20cb13be9",5
"4102","1a983eced",3
"4103","f0c26af32",2
"4104","b6492d3b1",3
"4105","be6435852",3
"4106","1cc98ed1d",6
"4107","3cc6c4102",6
"4108","33404ffe6",3
"4109","43f99cecc",3
"4110","0f366f264",3
"4111","d243fce57",6
"4112","7a12a494f",5
"4113","eaab63bd7",4
"4114","9f12dbf17",5
"4115","74e18bd5e",4
"4116","23b3f793e",3
"4117","c2aeb6a1f",1
"4118","03c323fcf",4
"4119","5474cd2c2",3
"4120","71a614388",3
"4121","86d87d5f7",3
"4122","ee421d21a",6
"4123","c43be9e6c",4
